sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4397;9.4828;1.9992;-0.4795;9.5677;2.1129;-0.199;-0.0686;0.008;0.0075;0.0362;0.0183;0.0;-0.43;-18.32;-37.41;14.7;-77.24;12.79;0.0;983.84;39.913;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;83003;2023-03-30 16:35:20:273
-0.3733;9.5103;2.2134;-0.3706;9.5719;2.116;-0.1409;-0.0234;0.0101;0.0147;-0.1176;-0.0058;0.0;-0.82;-18.04;-37.43;13.66;-77.3;10.34;0.0;984.0;43.076;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;83503;2023-03-30 16:35:20:773
-0.5264;9.5354;2.1793;-0.5081;9.5815;2.0426;0.1944;-0.02;-0.0797;0.0073;0.1578;-0.0341;0.0;-0.55;-18.03;-36.61;13.64;-77.57;10.45;0.0;983.98;42.416;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;84004;2023-03-30 16:35:21:274
-0.4289;9.6114;2.0273;-0.5449;9.5941;1.9729;-0.147;-0.0407;0.0274;0.0376;-0.0866;-0.0466;0.0;-0.52;-18.13;-37.32;19.31;-77.96;15.44;0.0;983.87;40.863;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;84503;2023-03-30 16:35:21:773
-0.6144;9.5851;1.7551;-0.5804;9.6026;1.9206;0.1502;-0.0093;-0.1499;0.0147;-0.0234;0.0173;0.0;-0.83;-19.18;-37.3;21.17;-78.1;17.01;0.0;983.93;42.289;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;85004;2023-03-30 16:35:22:274
-0.1083;9.4762;1.925;-0.5064;9.6212;1.8472;-0.0717;-0.0778;0.0419;0.018;-0.0501;-0.0168;0.0;-0.77;-18.96;-36.1;19.02;-78.68;15.14;0.0;983.98;48.873;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;85503;2023-03-30 16:35:22:773
0.341;9.8758;1.0989;-0.5639;9.685;1.4554;-0.1703;-0.0693;0.2101;0.1031;0.2457;-0.0037;0.0;0.7;-19.51;-35.82;18.65;-80.07;18.22;0.0;983.99;52.532;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;86005;2023-03-30 16:35:23:275
-0.6018;9.6365;0.5186;-0.7663;9.7428;0.8529;0.2916;-0.0099;-0.3101;0.1431;-0.1029;-0.0182;0.0;1.81;-21.63;-34.1;26.7;-82.17;27.65;0.0;983.38;49.196;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;86505;2023-03-30 16:35:23:775
-0.0568;9.8477;0.3069;-0.6914;9.7852;0.0907;0.6081;-0.0155;-0.2818;0.1491;-0.3792;-0.0147;0.0;2.05;-23.58;-32.63;73.25;-85.75;73.72;0.0;983.63;41.136;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;87004;2023-03-30 16:35:24:274
-0.8423;10.075;-0.3936;-0.7551;9.7783;-0.2261;-0.1156;0.1077;-0.1613;-0.0179;-0.0959;0.042;0.0;0.35;-24.81;-31.88;110.0;-85.39;106.67;0.0;983.63;51.528;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;87504;2023-03-30 16:35:24:774
-0.4259;9.81;-0.594;-0.5457;9.7939;-0.1315;0.1525;-0.0237;-0.291;0.0095;-0.1213;-0.0307;0.0;1.2;-24.4;-30.65;104.14;-86.72;103.55;0.0;983.45;49.608;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;88004;2023-03-30 16:35:25:274
-0.6969;9.7202;-0.253;-0.7339;9.7808;-0.1833;-0.0343;-0.0552;0.0344;-0.0096;0.0096;-0.0044;0.0;0.5;-25.06;-30.16;106.81;-85.79;105.45;0.0;983.5;50.886;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;88504;2023-03-30 16:35:25:774
-0.5922;9.6861;-0.1711;-0.68;9.7842;-0.2076;-0.2025;-0.047;-0.0803;0.0228;-0.1101;0.0217;0.0;0.99;-24.67;-30.04;108.31;-85.84;106.97;0.0;983.23;47.682;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;89004;2023-03-30 16:35:26:274
-0.8363;9.7687;-0.1639;-0.8102;9.7762;-0.0813;-0.1674;-0.0335;-0.0236;-0.0313;0.0385;-0.011;0.0;1.7;-24.58;-30.72;95.84;-85.24;95.73;0.0;983.33;46.806;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;89504;2023-03-30 16:35:26:774
-0.92;9.8112;0.2542;-0.804;9.7755;0.17;-0.1487;-0.1038;0.0575;-0.04;-0.0626;-0.017;0.0;2.49;-23.83;-31.31;81.44;-85.41;81.59;0.0;983.39;40.732;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;90004;2023-03-30 16:35:27:274
-1.0433;9.399;-0.4439;-1.0518;9.7483;0.3171;-0.0535;-0.427;-0.1241;-0.0108;0.0365;-0.0197;0.0;2.51;-23.08;-31.72;72.02;-83.74;72.99;0.0;982.1;45.877;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;90504;2023-03-30 16:35:27:774
-1.0552;9.6359;0.1496;-1.028;9.753;0.2402;-0.2663;0.0271;0.021;0.011;-0.0673;-0.0102;0.0;2.6;-23.36;-31.31;75.84;-83.82;76.85;0.0;982.47;40.915;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;91004;2023-03-30 16:35:28:274
2.2929;9.2297;-2.8373;-1.3396;9.7154;0.2271;2.6571;-0.6178;-2.842;-0.0712;-0.3076;-0.1524;0.0;2.7;-23.36;-31.61;80.78;-82.04;80.38;0.0;980.85;51.688;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;91504;2023-03-30 16:35:28:774
-1.8694;10.4788;1.0199;-1.6963;9.6448;0.5796;-0.4655;-0.5777;1.0964;-0.0418;-0.0547;-0.0234;0.0;1.16;-23.3;-32.28;77.03;-79.47;71.14;0.0;978.7;58.538;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;92004;2023-03-30 16:35:29:274
-1.5003;9.454;-0.1807;-1.6576;9.6617;0.3751;-0.0489;0.231;0.0207;-0.0296;0.0257;-0.0206;0.0;0.79;-23.69;-32.99;83.63;-80.42;78.27;0.0;980.05;53.718;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;92503;2023-03-30 16:35:29:773
-0.5934;10.1372;-1.0343;-1.806;9.6253;0.5725;0.2401;0.0322;0.0488;-0.1306;0.1568;-0.0345;0.0;1.11;-22.11;-33.92;78.1;-78.86;72.41;0.0;981.55;58.565;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;93004;2023-03-30 16:35:30:274
-3.9428;8.4299;1.9388;-4.8063;8.476;1.137;0.0746;0.9775;0.2016;-0.1568;1.283;-0.3494;41.2725;12.8;-15.29;-34.46;49.05;-66.41;51.68;2.0;980.4;52.842;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;93503;2023-03-30 16:35:30:773
-5.3527;8.8881;0.2913;-4.0991;8.9103;0.2011;-1.4778;-0.1148;-0.2061;0.259;0.2949;0.5986;47.5963;8.8;-19.43;-32.04;85.56;-62.46;83.44;2.0;981.52;47.113;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;94003;2023-03-30 16:35:31:273
-4.9872;8.8576;-1.4943;-5.7344;7.7679;-1.7359;0.7473;1.0899;0.2414;0.9688;-2.5433;-0.9639;47.1788;17.68;-19.29;-25.21;90.97;-58.26;104.47;2.0;982.5;40.951;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;94503;2023-03-30 16:35:31:773
-6.6102;6.4989;1.4255;-8.3155;4.8704;1.8349;1.7055;1.6286;-0.4096;1.6422;0.3389;0.0875;82.77;6.27;-24.96;-24.27;126.23;-29.77;77.56;2.0;982.99;46.772;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;95005;2023-03-30 16:35:32:275
-4.608;6.1113;5.1123;-5.0206;5.9974;5.9213;0.4128;0.114;-0.8092;-0.1132;-0.7115;-0.2995;117.1613;-10.33;-26.51;-22.47;123.66;-39.94;43.77;2.0;983.44;51.734;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;95503;2023-03-30 16:35:32:773
-1.078;1.9902;9.2584;-2.0734;5.537;7.8281;0.9143;-2.8665;2.306;1.3453;-2.5398;0.1901;218.335;-10.59;-30.23;-14.94;142.67;-29.68;31.86;2.0;983.48;39.443;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;96004;2023-03-30 16:35:33:274
-2.4203;3.3781;9.3715;-1.854;2.6664;9.2568;-2.0162;0.8374;1.3982;0.1666;-0.7582;0.3578;342.1037;-12.2;-24.7;-25.31;135.29;-16.38;14.32;2.0;983.59;37.36;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;96503;2023-03-30 16:35:33:773
-1.5745;3.0544;8.6602;-1.3675;3.0556;9.2211;-0.4822;-0.0668;-0.8062;0.1846;-0.0182;-0.2465;292.2825;-11.71;-26.34;-22.24;140.75;-18.15;8.44;2.0;983.6;39.11;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;97003;2023-03-30 16:35:34:273
-0.8524;2.8056;8.7374;-1.7142;2.4631;9.3398;0.9399;0.8047;0.3426;-0.0483;-0.4985;0.0623;292.2825;-10.59;-25.6;-23.51;140.65;-16.46;11.26;2.0;983.58;44.302;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;97503;2023-03-30 16:35:34:773
-0.5312;1.943;9.2524;-0.2858;2.0596;9.5871;-0.0885;-0.1183;-0.589;-0.3809;-0.7897;-0.0852;292.2825;-16.03;-23.69;-24.72;134.76;-13.6;4.51;2.0;984.04;44.803;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;98003;2023-03-30 16:35:35:273
-0.4337;2.205;9.2853;-0.6409;2.3194;9.5103;0.1776;-0.1082;-0.1322;0.1944;0.1049;0.0913;292.2825;-15.8;-23.66;-22.9;136.59;-13.44;3.09;2.0;983.73;43.241;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;98503;2023-03-30 16:35:35:773
-0.6903;2.056;10.264;-1.2688;2.1907;9.4777;0.2015;-0.0869;0.8812;-0.3215;-0.1136;-0.1428;292.2825;-14.15;-22.74;-25.46;135.18;-12.9;7.63;2.0;984.1;39.484;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;99003;2023-03-30 16:35:36:273
-1.6702;2.1428;9.0826;-1.6328;2.1829;9.4236;0.162;0.0968;0.2548;-0.2425;-0.3783;-0.12;292.2825;-14.21;-22.29;-26.38;133.57;-11.44;8.65;2.0;983.81;38.443;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;99504;2023-03-30 16:35:36:774
-1.4728;2.5029;9.3912;-1.6092;2.4768;9.3548;0.1548;0.0137;-0.0077;0.0515;-0.0519;-0.0098;292.2825;-13.27;-23.48;-25.1;134.22;-14.62;9.76;2.0;983.8;40.284;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;100003;2023-03-30 16:35:37:273
-0.3176;2.9629;10.809;-0.8289;2.7203;9.3888;0.0592;-0.0706;1.1123;-0.0867;-0.6055;0.254;292.2825;-15.36;-23.4;-24.39;131.28;-15.98;8.69;2.0;983.88;37.917;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;100503;2023-03-30 16:35:37:773
