sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
8.7284;-0.8572;-0.5815;9.7777;-0.558;0.5665;-1.0603;-0.5429;-1.1433;0.1524;0.0788;-0.6148;116.2463;-27.61;-18.3;-5.79;192.58;3.26;-86.68;0.0;983.76;33.325;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;15005;2023-03-30 16:36:38:120
9.6538;-1.3077;1.2574;9.8026;-0.2391;0.295;-0.0461;-1.1037;0.799;0.1698;0.4209;-0.055;116.2463;-28.74;-17.62;-4.05;189.49;1.4;-88.28;0.0;983.78;33.767;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;15504;2023-03-30 16:36:38:619
9.5456;-0.7053;-0.6532;9.8071;-0.2283;0.0752;-0.2133;-0.6739;-0.0187;-0.0252;-0.0012;-0.0354;116.2463;-28.38;-18.54;-3.4;188.07;1.33;-89.56;0.0;983.76;32.573;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;16004;2023-03-30 16:36:39:119
9.6054;0.8572;0.0538;9.7446;-1.094;0.287;-0.9319;1.9479;-0.2305;-0.489;0.2993;0.2274;116.2463;-28.91;-18.4;-5.04;192.45;4.77;-89.0;0.0;983.8;32.357;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;16504;2023-03-30 16:36:39:619
8.4879;-1.0343;0.1836;9.8059;-0.0499;0.2784;-0.5426;-0.3345;-0.0213;0.3225;-0.191;-0.3842;116.2463;-27.73;-19.04;-5.08;191.67;2.08;-88.23;2.0;983.77;34.551;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;17004;2023-03-30 16:36:40:119
9.9589;-3.146;0.816;9.7569;-0.6931;0.7476;-0.2345;-2.037;1.0345;-0.0651;-0.1616;0.1237;116.2463;-31.27;-16.14;-4.5;188.2;4.05;-85.62;2.0;983.76;33.125;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;17504;2023-03-30 16:36:40:619
11.1075;0.1388;0.6042;9.8022;0.3901;-0.0348;0.647;-0.3993;-0.2771;-0.126;-0.1903;-0.0814;116.2463;-26.68;-20.53;-4.38;191.62;-2.28;-90.2;2.0;983.8;33.735;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;18004;2023-03-30 16:36:41:119
10.7348;2.3151;-0.1501;9.7358;-0.8725;0.83;2.1744;3.4008;1.297;0.3219;-0.0104;-0.3482;116.2463;-29.01;-18.18;-7.87;196.03;6.05;-86.15;2.0;983.81;34.0;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;18504;2023-03-30 16:36:41:619
7.7761;-1.118;-0.3535;9.7909;0.306;0.5304;0.2802;-0.8862;-1.1444;0.489;0.2909;-0.0669;116.2463;-27.36;-19.59;-4.34;187.54;-1.79;-86.9;2.0;983.71;33.495;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;19005;2023-03-30 16:36:42:120
10.1091;-2.9396;0.0885;9.7988;-0.1631;0.4386;0.4154;-2.9447;0.6634;0.1249;-0.0429;-0.5072;116.2463;-30.32;-17.07;-4.04;185.7;2.79;-85.89;2.0;983.75;33.778;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;19504;2023-03-30 16:36:42:619
8.9761;0.8566;1.852;9.7669;-0.6019;0.6941;1.353;1.351;0.6844;-0.6761;-0.0513;0.4186;116.2463;-27.95;-19.85;-7.37;192.97;3.52;-85.94;2.0;983.79;33.689;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;20005;2023-03-30 16:36:43:120
11.0225;0.4187;-0.1346;9.769;0.3123;0.8393;1.2042;-0.674;0.2943;0.1443;-0.2654;-0.3114;116.2463;-26.22;-20.58;-6.67;193.26;-1.82;-85.09;2.0;983.74;35.656;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;20504;2023-03-30 16:36:43:619
9.7418;-1.7043;1.2556;9.7842;0.6321;0.326;0.0774;-1.7969;0.1854;-0.0533;-0.1257;0.0817;116.2463;-28.15;-20.56;-4.75;191.99;-3.69;-88.09;2.0;983.73;33.579;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;21005;2023-03-30 16:36:44:120
10.8215;1.2233;0.8686;9.7957;0.5009;0.17;0.5156;0.5169;1.4057;0.1735;0.2549;0.2492;116.2463;-26.58;-21.86;-4.55;193.2;-4.73;-89.19;0.0;983.7;32.226;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;21504;2023-03-30 16:36:44:619
10.5224;2.3414;-0.5982;9.7974;-0.1667;0.4684;0.4742;2.341;-0.915;0.2671;-0.0058;-0.3954;116.2463;-27.73;-20.25;-8.26;197.2;1.85;-86.89;2.0;983.77;34.901;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;22004;2023-03-30 16:36:45:119
10.8712;-1.0385;0.8841;9.7868;0.6482;-0.1883;-0.0358;-1.5378;0.4365;-0.0261;0.3088;0.1982;116.2463;-27.06;-21.34;-1.96;187.91;-5.3;-91.19;2.0;983.74;34.574;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;22504;2023-03-30 16:36:45:619
9.5073;-0.3523;1.3047;9.7104;1.2508;-0.616;-0.0923;-1.7267;1.4512;0.0336;-0.3403;-0.4064;116.2463;-25.24;-22.23;-0.56;186.45;-5.05;-92.83;2.0;983.76;32.722;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;23005;2023-03-30 16:36:46:120
10.7521;2.7206;1.4417;9.805;0.2649;-0.17;0.6671;2.6074;1.7493;0.002;-0.1503;0.022;116.2463;-26.93;-21.26;-3.17;189.71;-1.55;-90.99;0.0;983.77;33.063;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;23504;2023-03-30 16:36:46:619
7.2993;1.3944;-0.0347;9.6878;1.5312;-0.197;0.1116;-0.9123;-0.2712;0.1926;0.3202;-0.4766;116.2463;-24.57;-22.97;-0.4;180.56;-7.55;-90.43;0.0;983.79;36.763;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;24005;2023-03-30 16:36:47:120
9.9643;-0.5168;-0.7029;9.7847;0.6983;-0.0915;0.3915;-1.2391;0.2801;-0.0557;0.0869;0.2353;116.2463;-27.73;-20.02;-2.23;187.18;-4.08;-90.54;0.0;983.76;39.782;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;24504;2023-03-30 16:36:47:619
9.3954;2.7912;-1.5637;9.7788;0.7625;-0.1699;0.2971;0.3366;0.6681;-0.0086;0.4175;0.1831;116.2463;-25.22;-22.16;-1.46;185.9;-5.24;-92.36;0.0;983.73;34.931;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;25004;2023-03-30 16:36:48:119
9.0425;1.5619;0.4516;9.8057;0.1135;-0.2675;0.569;1.6604;1.0076;0.1663;0.2857;-0.0657;116.2463;-27.27;-19.79;-4.43;192.12;-0.04;-90.62;0.0;983.78;34.2;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;25504;2023-03-30 16:36:48:619
10.1731;-1.9364;-0.5001;9.7942;-0.4718;-0.2938;-0.1966;-1.5458;0.0048;-0.0814;0.214;0.1866;116.2463;-30.06;-15.9;-2.55;192.61;2.76;-91.72;0.0;983.73;40.659;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 1;26004;2023-03-30 16:36:49:119
8.9785;-0.9918;-0.7645;9.8052;-0.0662;-0.3013;-0.3937;-1.6588;0.2468;0.1029;-0.2083;-0.3213;116.2463;-28.57;-19.04;-0.39;182.66;0.39;-91.76;0.0;983.75;40.55;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;26504;2023-03-30 16:36:49:619
9.801;1.3759;0.1149;9.7555;-0.9839;-0.3123;0.4513;1.4684;-1.3816;-0.4676;0.1174;0.2615;116.2463;-28.51;-18.06;-2.43;190.81;5.02;-93.77;0.0;983.8;42.672;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;27004;2023-03-30 16:36:50:119
11.1607;0.0179;1.1665;9.8013;-0.3132;0.2676;0.6162;-0.2028;-0.3273;0.2896;0.0524;-0.4105;116.2463;-27.5;-18.81;-3.26;186.5;1.83;-88.44;0.0;983.8;40.096;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;27505;2023-03-30 16:36:50:620
10.5224;-2.6512;1.8455;9.7218;-1.079;0.7468;-0.1088;-1.4219;-0.2611;-0.1642;-0.0244;0.1512;116.2463;-31.76;-14.44;-4.57;189.36;5.11;-86.03;0.0;983.79;35.234;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;28005;2023-03-30 16:36:51:120
9.4893;-0.4684;0.2118;9.8082;0.1599;-0.0985;-0.7548;0.1607;-0.8529;-0.1214;-0.3144;-0.1501;116.2463;-26.28;-20.09;-1.66;186.59;-0.93;-90.58;0.0;983.8;36.102;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;28504;2023-03-30 16:36:51:619
10.5876;0.9619;-0.4343;9.7186;-1.255;0.4593;0.6862;1.9819;-0.7016;0.4569;0.5531;-0.3806;104.1638;-29.04;-17.49;-7.19;195.26;7.35;-87.29;0.0;983.81;40.551;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;29004;2023-03-30 16:36:52:119
11.2618;-3.3673;0.0173;9.7883;-0.5137;0.4022;-0.6455;-1.8492;-0.9836;0.1509;0.8351;0.4287;104.1638;-29.82;-17.35;-4.31;191.12;1.21;-88.98;0.0;983.83;32.357;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;29504;2023-03-30 16:36:52:619
9.7023;-3.1358;1.3047;9.7912;-0.5531;0.2522;-0.2935;-2.5459;1.0901;0.0673;-0.3297;-0.1628;104.1638;-30.72;-16.77;-3.35;185.51;4.57;-87.92;0.0;983.84;34.576;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;30005;2023-03-30 16:36:53:120
7.0475;-0.6215;8.0154;6.8637;-1.2156;6.9028;1.3193;0.6687;0.3652;1.3347;1.9584;1.1858;130.12;-29.29;-16.2;-17.28;184.75;6.3;-62.4;0.0;983.99;51.59;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;30505;2023-03-30 16:36:53:620
6.5928;0.2255;6.5767;6.8926;-0.0378;6.9805;-0.1555;0.0579;-0.5915;-0.0893;-0.5964;0.1323;130.12;-35.07;-10.77;-7.83;119.96;0.22;-44.64;0.0;983.78;46.398;31.26146;34.799706;1003.23;NaN;;;43.916126;;0 / 0;31005;2023-03-30 16:36:54:120
