sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.543;9.3811;0.8004;-3.2392;9.2556;0.2766;1.3571;1.1065;0.8016;0.6049;-0.0515;-1.0884;75.5838;31.98;-8.23;-9.76;14.38;-70.65;85.12;2.0;983.74;43.245;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;5008;2023-03-30 16:31:24:286
-10.7288;2.6614;-3.4409;-8.9455;1.7774;-3.6133;-0.2082;-0.8024;-2.0437;-0.684;-0.5814;0.4815;75.5838;31.1;23.27;-7.72;40.87;-5.35;118.23;2.0;983.91;56.242;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;5509;2023-03-30 16:31:24:787
-10.0822;2.8923;-0.6461;-9.4483;2.338;-1.2243;-0.5363;0.3524;0.5001;-0.2379;-0.2468;-0.3175;75.5838;29.91;21.9;-13.46;31.22;-14.78;98.3;2.0;983.95;50.606;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;6008;2023-03-30 16:31:25:286
-2.522;7.934;-2.0841;-3.3785;9.1025;-1.402;-1.6813;-1.4938;-0.0947;-0.2556;0.3578;3.7881;75.5838;31.63;-7.1;-14.24;60.42;-37.91;102.75;0.0;983.86;36.167;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;6508;2023-03-30 16:31:25:786
0.8381;9.9918;-0.9159;0.8583;9.7177;-1.0321;0.073;-0.0981;0.0212;-0.0483;0.2535;0.025;75.5838;21.09;-23.63;-13.08;163.52;-82.14;-140.25;0.0;984.56;55.299;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;7008;2023-03-30 16:31:26:286
1.8036;9.7789;-0.6281;1.5376;9.6335;-1.0336;-0.6692;-0.0988;-0.0475;0.0528;0.02;-0.1643;75.5838;17.85;-25.55;-12.87;183.7;-79.13;-121.39;0.0;984.35;45.706;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;7508;2023-03-30 16:31:26:786
1.5781;9.4834;-0.2195;1.6315;9.6536;-0.6184;-0.5381;-0.3685;-0.3363;-0.1402;0.6235;-0.0745;75.5838;18.76;-25.36;-13.83;193.34;-79.75;-110.76;0.0;983.88;36.267;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;8008;2023-03-30 16:31:27:286
1.6307;9.7017;0.0843;2.0433;9.5935;0.1583;0.3079;-0.2454;0.0426;-0.0458;0.018;-0.1457;75.5838;18.14;-25.73;-13.05;211.24;-77.37;-87.54;0.0;986.16;36.432;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;8508;2023-03-30 16:31:27:786
1.8473;9.1232;-0.0257;1.8052;9.6424;0.0345;0.1803;0.1442;0.0658;0.0444;0.279;-0.12;75.5838;19.56;-25.58;-11.19;205.08;-79.07;-88.87;0.0;984.82;49.269;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;9008;2023-03-30 16:31:28:286
0.4086;9.5827;-0.1848;-0.212;9.7972;-0.453;-0.5809;-0.5743;-0.046;-0.0522;0.2295;-1.0464;75.5838;24.55;-21.02;-7.86;190.98;-83.69;-95.86;0.0;983.06;37.89;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;9508;2023-03-30 16:31:28:786
-2.1643;9.5492;-0.5198;-2.2075;9.5558;-0.2211;-0.1848;0.2462;0.2059;-0.1078;0.4169;0.0035;3.5475;29.41;-13.72;-9.33;26.2;-76.93;95.72;0.0;984.92;43.904;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;10008;2023-03-30 16:31:29:286
-1.8718;9.7232;-0.3093;-1.6482;9.6621;-0.4034;-0.4525;-0.2291;-0.1133;0.1113;-0.1535;0.087;5.14;28.94;-15.16;-10.13;32.16;-79.53;99.98;0.0;983.99;43.442;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;10508;2023-03-30 16:31:29:786
1.2329;9.4074;-1.0534;-1.1731;9.7177;-0.6535;-1.2998;-0.2416;-0.1807;0.1529;-0.5964;0.299;5.14;25.56;-18.6;-14.71;63.81;-82.13;119.12;0.0;983.71;42.862;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;11008;2023-03-30 16:31:30:286
-0.3984;10.0481;-0.8865;0.3833;9.7375;-1.1268;0.5963;0.8986;0.2271;-0.1225;0.137;-0.3838;5.14;1.79;-24.62;-27.79;206.42;-80.82;-146.16;0.0;985.44;47.178;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;11509;2023-03-30 16:31:30:787
0.204;9.542;-0.5139;0.5422;9.7761;-0.6086;0.0527;-0.0339;0.1235;0.0447;-0.0991;0.4039;5.14;4.12;-23.33;-30.23;158.03;-86.51;164.67;0.0;983.87;42.212;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;12008;2023-03-30 16:31:31:286
0.2859;9.9218;-1.6756;0.1538;9.7704;-0.8671;0.1115;-0.1344;-0.6222;0.1165;0.2625;-0.0953;5.14;3.73;-24.08;-30.13;190.13;-84.21;-161.52;0.0;985.86;48.159;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;12509;2023-03-30 16:31:31:787
2.8594;9.6132;-0.2542;1.7123;9.6318;-0.7301;1.2466;0.0756;0.633;0.0414;-0.077;0.5206;5.14;0.46;-24.19;-29.27;239.49;-79.06;-113.09;0.0;983.71;39.367;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;13008;2023-03-30 16:31:32:286
3.335;9.7095;-0.2279;1.6208;9.634;-0.8921;1.7092;-0.031;0.4814;0.1327;0.1947;-0.1552;5.14;0.18;-24.86;-29.67;233.48;-79.4;-119.84;0.0;986.86;41.099;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;13509;2023-03-30 16:31:32:787
3.2495;8.9785;-1.2574;1.4691;9.6617;-0.8544;1.5123;-0.4436;0.3586;0.1588;0.3395;0.037;2.5825;2.67;-24.8;-27.95;227.57;-80.02;-120.18;0.0;985.26;37.597;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;14008;2023-03-30 16:31:33:286
1.4291;9.7436;-0.6401;1.4002;9.6691;-0.8849;0.2532;0.0574;0.1789;0.0544;-0.0101;-0.0574;2.5825;1.94;-24.36;-29.5;229.94;-80.18;-120.3;0.0;984.22;40.716;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;14508;2023-03-30 16:31:33:786
-0.0473;9.5665;-1.7049;-0.6747;9.7823;-0.2957;-0.6498;0.4888;-0.3364;-0.14;-0.2007;-1.1813;2.5825;3.39;-22.23;-31.81;111.01;-85.69;113.67;0.0;981.98;49.623;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;15009;2023-03-30 16:31:34:287
0.1962;9.795;-0.4911;0.4949;9.7804;-0.5781;0.3281;0.095;-0.2143;-0.089;-0.1208;0.1136;2.5825;1.28;-23.73;-30.26;216.25;-86.15;-140.08;0.0;983.46;54.316;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;15508;2023-03-30 16:31:34:786
0.1537;9.5671;-0.8758;0.2544;9.7801;-0.7213;0.1269;0.0798;0.3332;0.0111;0.0747;-0.2456;3.1587;2.14;-23.51;-29.41;194.6;-85.53;-160.57;0.0;983.02;43.129;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;16008;2023-03-30 16:31:35:286
0.7801;9.8351;-0.9535;0.2359;9.7445;-1.1069;0.1772;-0.1247;-0.1836;0.0238;0.0582;-0.0377;3.1587;3.7;-24.81;-29.21;183.83;-83.38;-167.97;0.0;984.8;42.496;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;16509;2023-03-30 16:31:35:787
-1.0427;9.679;-1.8401;0.391;9.7347;-1.1482;0.9124;0.1901;0.0038;0.0838;0.2787;-0.1213;3.1587;3.39;-24.34;-28.84;191.8;-82.9;-161.19;0.0;984.78;45.924;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;17008;2023-03-30 16:31:36:286
-0.4666;9.3709;-0.8028;0.6677;9.7636;-0.6802;0.6265;0.0847;0.262;-0.0224;-0.0608;-0.3082;3.1587;1.65;-24.38;-29.51;221.37;-82.91;-131.29;0.0;984.4;42.889;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;17508;2023-03-30 16:31:36:786
0.2112;9.6126;1.5835;0.3704;9.7925;-0.4538;-0.075;-0.215;-0.0472;-0.066;-0.1031;0.0643;3.1587;2.21;-22.89;-31.34;217.11;-86.35;-137.62;0.0;985.22;40.645;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;18008;2023-03-30 16:31:37:286
0.4181;9.5228;-1.0355;0.3495;9.7743;-0.7591;0.1514;-0.0195;0.0396;0.1242;0.0432;-0.0699;2.3963;1.51;-23.66;-31.35;205.0;-85.51;-149.92;0.0;985.97;47.123;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;18508;2023-03-30 16:31:37:786
0.0395;10.0744;-1.0834;0.2121;9.7401;-1.1498;-0.1705;0.2172;0.1629;0.0199;-0.015;-0.0397;2.3963;2.85;-25.03;-30.24;184.34;-83.15;-169.55;0.0;984.74;38.887;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;19008;2023-03-30 16:31:38:286
0.7047;9.594;-1.4955;0.4533;9.7172;-1.2676;0.3808;-0.0017;-0.2276;0.0238;0.1208;-0.1133;2.3963;3.5;-25.57;-29.19;190.63;-82.11;-160.32;0.0;984.58;45.076;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;19509;2023-03-30 16:31:38:787
0.6335;9.5378;-1.6762;-0.0651;9.7092;-1.4012;0.2106;-0.0182;-0.2332;0.014;0.0257;0.1261;2.3963;5.9;-25.23;-27.79;158.81;-81.94;168.56;0.0;983.22;45.741;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;20009;2023-03-30 16:31:39:287
0.0173;9.8524;-1.7294;0.3425;9.6975;-1.4415;-0.0279;0.1119;-0.2547;0.0318;-0.121;0.2265;0.6175;5.22;-25.82;-28.11;178.54;-81.73;-171.52;0.0;985.97;40.206;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;20508;2023-03-30 16:31:39:786
0.3972;9.615;-1.4022;0.2356;9.7068;-1.3992;0.1166;0.1255;0.0725;-0.0284;0.2931;0.0258;0.6175;3.1;-26.14;-29.0;183.72;-81.66;-169.94;0.0;985.74;43.284;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;21008;2023-03-30 16:31:40:286
0.4941;9.6144;-1.5159;0.3774;9.7151;-1.3077;-0.1732;-0.051;-0.0264;-0.0423;0.0606;-0.1466;0.6175;3.95;-24.97;-28.19;187.16;-82.02;-163.9;0.0;986.86;43.414;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;21508;2023-03-30 16:31:40:786
0.2118;9.615;-0.8752;0.2426;9.7293;-1.2319;-0.3723;0.2051;0.1064;-0.0848;-0.3829;-0.0089;0.6175;1.22;-25.11;-28.32;190.76;-82.38;-166.02;0.0;984.53;43.181;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;22009;2023-03-30 16:31:41:287
1.2347;9.0425;-0.2812;0.9159;9.7157;-1.0011;-0.0749;-0.1385;0.0748;0.0052;0.1382;0.0939;0.6175;-0.98;-24.79;-30.02;220.34;-82.05;-137.55;0.0;985.72;39.552;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;22509;2023-03-30 16:31:41:787
0.5605;10.0726;-1.6169;0.9026;9.7208;-0.9631;1.3012;-0.9369;-0.7646;0.0764;-0.1193;-0.0797;0.6175;-1.22;-24.67;-28.73;219.51;-82.66;-138.66;0.0;982.19;44.98;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;23009;2023-03-30 16:31:42:287
-1.2018;9.0377;-0.9105;0.184;9.7807;-0.7353;0.0428;0.0152;0.1304;0.0218;0.4855;0.0229;0.6175;0.17;-24.19;-29.18;194.05;-85.68;-165.12;0.0;985.04;40.708;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;23508;2023-03-30 16:31:42:786
-0.3793;9.737;-0.518;0.2632;9.7809;-0.708;-0.0508;-0.0937;0.1498;-0.0315;0.0096;8.0E-4;0.6175;1.46;-24.0;-29.73;198.75;-85.3;-158.19;0.0;983.52;37.204;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;24009;2023-03-30 16:31:43:287
0.9565;9.6628;-1.0845;0.997;9.7264;-0.7997;0.0774;-0.0308;0.0461;-0.0057;-0.234;0.024;0.6175;-1.7;-24.39;-28.96;230.66;-82.51;-128.73;0.0;980.77;38.37;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;24509;2023-03-30 16:31:43:787
-0.9266;9.6359;-0.5168;-0.0066;9.7774;-0.7987;-0.3325;-0.0804;0.1642;0.0217;-0.0907;-0.5999;0.6175;-1.17;-23.84;-29.87;215.23;-84.43;-144.24;0.0;981.97;45.542;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;25008;2023-03-30 16:31:44:286
-1.3747;9.524;-1.8748;0.0086;9.7407;-1.1641;-0.0443;-0.1132;-0.2116;-0.0053;0.2381;0.2715;0.6175;-2.5;-25.14;-28.38;185.95;-83.18;-179.58;0.0;987.24;47.89;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;25508;2023-03-30 16:31:44:786
0.1675;9.6263;-1.3938;0.1314;9.7167;-1.3437;-0.3918;-0.0843;-0.15;0.0312;-0.3326;-0.2311;0.6175;-2.39;-24.96;-28.68;199.17;-82.1;-162.71;0.0;984.8;37.904;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;26009;2023-03-30 16:31:45:287
0.0802;9.6742;-1.2473;-0.1088;9.734;-1.2142;-0.0908;-0.0889;0.0962;0.0067;-0.352;-0.068;0.6175;-1.81;-25.14;-28.55;178.93;-82.86;174.88;0.0;985.28;36.986;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;26508;2023-03-30 16:31:45:786
-0.3272;9.6814;-1.188;-0.2359;9.7463;-1.0913;0.5396;0.0414;-0.0351;-0.0102;-0.4342;-0.0863;0.6175;-1.81;-24.29;-28.67;176.62;-83.42;172.38;0.0;984.11;44.086;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;27008;2023-03-30 16:31:46:286
1.0068;9.5773;-1.5075;-0.0481;9.7499;-1.0828;0.4548;-0.1407;-0.2807;-0.0043;-0.2805;-0.0386;0.6175;-0.43;-24.85;-28.79;177.66;-83.66;177.46;0.0;983.91;43.856;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;27508;2023-03-30 16:31:46:786
-0.0855;9.2931;-1.209;0.0339;9.747;-1.1099;0.0283;-0.2238;-0.1182;0.013;-0.1268;-0.0365;0.6175;-1.62;-24.75;-28.15;185.33;-83.5;-178.25;0.0;984.04;36.44;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;28008;2023-03-30 16:31:47:286
-0.2076;9.6431;-1.2873;-0.1331;9.7302;-1.2415;0.0184;0.0024;-0.0214;0.0053;-0.1168;0.0849;0.6175;-1.2;-25.44;-29.22;176.24;-82.69;173.88;0.0;983.7;45.68;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;28508;2023-03-30 16:31:47:786
0.5683;9.8507;-0.8596;0.2604;9.7387;-1.152;0.3578;0.0622;0.3414;-0.0432;-0.1193;0.0154;0.6175;-3.93;-25.38;-29.65;198.89;-83.06;-166.98;0.0;983.74;51.486;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;29008;2023-03-30 16:31:48:286
1.0666;9.6808;-0.9888;0.3393;9.7428;-1.0948;0.3471;-0.004;0.1461;-0.0351;0.0733;-0.0263;0.6175;-6.17;-24.92;-29.76;203.31;-83.1;-165.93;0.0;985.06;54.162;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;29508;2023-03-30 16:31:48:786
0.015;9.7968;-0.6203;0.1417;9.7571;-1.0077;-0.2134;-0.0072;0.1069;-0.0235;0.1017;-0.048;0.6175;-3.57;-25.16;-28.43;194.86;-84.05;-172.0;0.0;984.34;52.627;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;30009;2023-03-30 16:31:49:287
-0.1017;9.8088;-1.1348;-0.0976;9.7463;-1.1119;-0.2081;0.0356;-0.0173;0.0428;-0.0767;0.0194;0.6175;-2.88;-25.63;-28.89;180.81;-83.47;174.98;0.0;984.16;44.006;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;30508;2023-03-30 16:31:49:786
-0.1053;9.6903;-1.3962;-0.0107;9.7256;-1.2839;-0.1885;0.016;-0.0629;0.0351;-0.0614;0.0473;0.6175;-2.79;-25.06;-28.5;183.26;-82.65;177.7;0.0;984.27;40.083;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;31009;2023-03-30 16:31:50:287
0.2542;9.5689;-1.6122;0.1256;9.7258;-1.2762;0.2071;0.0011;0.1696;-0.0047;0.029;-0.0391;0.6175;-3.39;-25.24;-28.22;191.97;-82.58;-172.87;0.0;984.33;42.967;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;31509;2023-03-30 16:31:50:787
-0.8279;10.0098;-1.2455;-0.0612;9.7141;-1.3667;-0.4753;0.1888;0.1086;9.0E-4;-0.099;-0.0182;0.6175;-3.79;-25.8;-27.91;187.91;-82.2;-179.31;0.0;985.14;47.889;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;32008;2023-03-30 16:31:51:286
0.1519;9.6162;-1.2419;0.0947;9.7255;-1.2813;0.0119;-0.0943;0.017;-0.0035;0.0539;0.0231;0.6175;-5.43;-25.56;-28.71;192.66;-82.47;-175.77;0.0;984.47;39.439;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;32509;2023-03-30 16:31:51:787
0.0909;9.7125;-1.3663;-0.1045;9.7438;-1.1329;0.2822;-0.0668;0.0135;-0.0116;0.1833;-0.1243;0.6175;-2.22;-24.85;-28.07;184.3;-83.28;-179.37;0.0;983.85;39.737;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;33009;2023-03-30 16:31:52:287
0.1609;9.7633;-1.0193;-0.0419;9.7353;-1.2078;0.2865;0.0065;0.1359;0.0168;-0.1518;0.0186;0.6175;-3.35;-24.99;-29.33;183.57;-82.92;178.02;0.0;984.05;46.606;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;33508;2023-03-30 16:31:52:786
-0.4546;10.0684;-1.0911;0.0037;9.7378;-1.188;0.0424;0.0061;-0.1625;-0.0608;-0.2575;0.0304;0.6175;-4.37;-25.35;-28.35;187.54;-82.82;-179.82;0.0;985.2;43.003;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;34009;2023-03-30 16:31:53:287
-0.2495;9.7573;-1.3167;-0.0424;9.7415;-1.1563;0.4379;-0.2005;0.1403;-0.0027;0.0121;-0.2149;0.6175;-5.31;-24.62;-29.22;195.3;-83.23;-173.07;0.0;984.43;43.558;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;34508;2023-03-30 16:31:53:786
-0.9607;9.5049;-1.3394;-0.4538;9.7113;-1.312;0.8785;-0.0396;-0.1025;0.031;-0.0402;0.0617;0.6175;-1.7;-25.62;-28.94;168.42;-82.57;161.08;0.0;984.07;42.682;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;35008;2023-03-30 16:31:54:286
0.0837;9.8686;-0.8201;-0.3821;9.7125;-1.3257;-0.6954;0.1413;-0.3622;-0.0524;-0.0935;0.0353;0.6175;-4.86;-25.64;-28.38;174.68;-81.91;163.92;0.0;985.86;36.275;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;35509;2023-03-30 16:31:54:787
-0.265;9.6999;-1.188;-0.3687;9.7287;-1.2049;0.1537;-0.0799;-0.1236;-0.0226;0.2326;-0.0192;0.6175;-1.99;-24.86;-28.96;168.56;-82.54;163.44;0.0;984.21;36.619;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;36009;2023-03-30 16:31:55:287
0.1089;9.7071;-1.1521;-0.0832;9.7389;-1.176;0.554;-0.0891;0.0855;-0.0082;-0.1539;0.0212;0.6175;-2.07;-24.6;-29.48;179.91;-83.1;175.95;0.0;984.32;38.705;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;36509;2023-03-30 16:31:55:787
-0.4086;9.6443;-1.2694;-0.0629;9.7352;-1.2077;-0.3524;-0.0743;0.1975;0.0292;-0.0782;0.0086;0.6175;-3.35;-24.89;-29.23;183.79;-82.99;178.25;0.0;984.23;40.91;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;37009;2023-03-30 16:31:56:287
0.2166;9.7543;-1.4471;-0.1512;9.7225;-1.2988;0.4042;-0.2256;0.0712;-0.0243;-0.182;-0.0209;0.6175;-3.7;-26.0;-27.71;181.34;-82.34;173.36;0.0;984.1;35.837;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;37509;2023-03-30 16:31:56:787
-0.7579;9.6873;-0.6018;-0.2421;9.7513;-1.0438;-0.3986;-0.1695;0.2447;-0.1136;0.1187;-0.0985;0.0275;-5.97;-24.64;-30.06;178.39;-83.73;166.94;0.0;985.28;40.08;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;38008;2023-03-30 16:31:57:286
0.4726;9.7783;1.413;-0.8635;9.7029;1.1596;1.2601;0.0561;0.3668;-0.2506;-0.3149;-0.2254;0.0275;-9.47;-19.18;-33.48;56.35;-83.75;38.03;0.0;983.83;43.87;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;38509;2023-03-30 16:31:57:787
-0.1585;9.8004;1.8748;-0.6143;9.6479;1.6661;0.47;0.1537;0.2072;-0.0331;0.0464;0.0454;0.0275;-8.08;-17.64;-36.97;37.41;-79.53;21.72;0.0;983.81;42.155;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;39009;2023-03-30 16:31:58:287
-0.8841;9.3912;1.6295;-0.7329;9.6605;1.541;-0.1236;-0.2711;0.1143;0.0191;0.1093;-0.0214;0.0275;-6.19;-17.3;-35.09;38.59;-79.98;25.44;0.0;984.47;43.366;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;39509;2023-03-30 16:31:58:787
