sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.4985;9.6287;1.2694;1.3899;9.5926;1.5123;0.1088;0.0363;-0.2431;-0.0947;0.0292;0.0597;0.0;22.16;-15.41;-27.11;273.17;-78.39;-42.53;0.0;984.22;47.865;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;82509;2023-03-30 16:32:41:787
0.5707;9.615;1.6343;0.7237;9.613;1.8174;-0.3365;-0.087;-0.084;-0.1274;0.051;-0.0753;0.0;23.47;-12.87;-28.32;294.65;-78.5;-21.71;0.0;983.42;39.99;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;83009;2023-03-30 16:32:42:287
0.8877;9.53;2.2217;0.6913;9.4905;2.385;0.196;0.0061;-0.0636;-0.0573;-0.02;0.1129;0.0;24.23;-12.29;-27.4;300.01;-75.93;-13.49;0.0;983.79;41.121;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;83509;2023-03-30 16:32:42:787
1.9513;9.3607;2.1625;1.7122;9.3429;2.4524;0.5361;-0.0419;-0.235;0.0098;0.0893;0.2541;0.0;23.16;-13.63;-27.82;287.02;-73.65;-26.71;0.0;984.45;43.254;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;84008;2023-03-30 16:32:43:286
1.59;9.3577;2.4598;1.6355;9.3152;2.6054;-0.1865;-0.0621;-0.0082;-0.0214;-0.0111;-0.0861;0.0;22.7;-13.36;-28.74;282.34;-71.72;-32.12;0.0;983.99;40.098;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;84508;2023-03-30 16:32:43:786
1.7133;9.2895;2.5609;1.5665;9.3169;2.6415;0.0799;-0.0267;-0.1143;-0.0017;0.026;0.0173;0.0;22.9;-13.26;-28.63;283.78;-71.76;-30.67;0.0;983.89;49.331;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;85009;2023-03-30 16:32:44:287
1.3621;9.3057;2.7823;1.3169;9.3146;2.782;-0.0168;0.0061;-0.0245;-0.0315;0.0264;-0.0354;0.0;23.96;-13.25;-28.18;286.34;-71.76;-28.08;0.0;983.65;44.16;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;85508;2023-03-30 16:32:44:786
1.4393;9.3051;2.7398;1.3535;9.3027;2.8043;0.1045;-0.0358;-0.0498;0.002;-0.0075;8.0E-4;0.0;24.03;-12.66;-27.6;289.74;-71.48;-25.61;0.0;983.94;46.314;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;86009;2023-03-30 16:32:45:287
1.2712;9.2973;2.6865;1.2803;9.3202;2.7804;0.0;-0.0473;-0.0085;-0.0084;0.0211;0.0038;0.0;23.74;-12.48;-27.61;287.99;-71.82;-24.72;0.0;983.97;44.079;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;86508;2023-03-30 16:32:45:786
1.3914;9.2776;2.6542;1.4064;9.3144;2.7387;-0.0011;-0.0421;-0.032;0.0049;0.0211;0.0252;0.0;23.17;-13.35;-27.91;286.42;-71.77;-26.88;0.0;984.04;43.961;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;87009;2023-03-30 16:32:46:287
1.5972;9.2471;2.7272;1.5209;9.2859;2.774;0.0621;-0.0339;-0.0661;-0.0073;-0.0177;0.02;0.0;23.22;-13.57;-29.41;285.37;-71.29;-28.33;0.0;984.16;43.344;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;87508;2023-03-30 16:32:46:786
1.6642;9.2273;2.7278;1.6938;9.2667;2.7379;-0.0247;-0.0297;-0.006;0.0159;-0.0023;0.0655;0.0;22.58;-13.44;-28.24;282.46;-70.93;-30.51;0.0;984.18;44.282;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;88009;2023-03-30 16:32:47:287
1.5206;9.2524;2.7027;1.6363;9.2713;2.7571;-0.0341;-0.0098;-0.0259;0.0032;-0.0058;0.0293;0.0;23.53;-13.52;-27.19;279.49;-70.93;-30.76;0.0;984.01;43.337;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;88508;2023-03-30 16:32:47:786
1.7121;9.2321;2.671;1.752;9.2606;2.7216;-0.0398;-0.0284;-0.0508;0.005;-3.0E-4;-0.0066;0.0;23.73;-13.7;-27.08;277.46;-70.7;-32.74;0.0;984.08;41.078;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;89008;2023-03-30 16:32:48:286
1.8371;9.2172;2.662;1.7851;9.2573;2.7115;0.0521;-0.04;-0.0497;0.0049;8.0E-4;0.024;0.0;23.25;-13.9;-27.5;277.88;-70.68;-33.36;0.0;984.05;41.985;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;89509;2023-03-30 16:32:48:787
1.8897;9.2309;2.6195;1.805;9.2641;2.6747;0.0083;-0.0564;-0.0368;0.0073;-0.0011;-0.0023;0.0;23.52;-14.46;-26.97;276.28;-70.8;-34.01;0.0;983.93;42.448;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;90009;2023-03-30 16:32:49:287
1.7797;9.2267;2.6142;1.8021;9.2723;2.6483;-0.0653;-0.0353;-0.0206;0.0011;0.0015;-6.0E-4;0.0;23.72;-14.74;-26.95;275.61;-70.94;-34.23;0.0;983.85;40.709;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;90509;2023-03-30 16:32:49:787
1.8568;9.2172;2.5675;1.8337;9.2694;2.6366;0.1143;-0.0623;-0.0502;-3.0E-4;-0.0032;0.0058;0.0;23.83;-13.88;-27.07;275.74;-70.92;-34.63;0.0;983.75;40.823;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;91008;2023-03-30 16:32:50:286
1.7892;9.2076;2.6477;1.8346;9.2609;2.6658;0.0697;-0.0299;-0.0129;-0.0082;-0.024;-0.0124;0.0;22.95;-14.18;-27.21;276.68;-70.77;-34.65;0.0;984.13;39.547;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;91509;2023-03-30 16:32:50:787
1.8419;9.2172;2.5908;1.8165;9.2668;2.6575;0.0303;-0.0352;-0.0429;0.0093;0.0189;0.0044;0.0;23.34;-14.18;-27.39;277.0;-70.84;-34.35;0.0;984.02;39.489;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;92009;2023-03-30 16:32:51:287
1.861;9.2172;2.61;1.8186;9.2716;2.6395;0.0187;-0.0543;-0.0537;0.0021;0.0018;0.0021;0.0;22.78;-14.2;-27.91;278.02;-70.93;-34.52;0.0;983.92;40.025;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;92510;2023-03-30 16:32:51:788
1.8084;9.2315;2.6004;1.8278;9.2684;2.6442;0.0238;-0.0374;-0.0105;0.0061;-0.0063;-0.0031;0.0;23.06;-14.75;-27.68;277.32;-70.85;-34.67;0.0;984.05;39.603;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;93009;2023-03-30 16:32:52:287
1.8233;9.2315;2.586;1.8395;9.2649;2.6482;0.0264;-0.0477;-0.0241;-0.0026;-0.0029;0.007;0.0;23.72;-14.07;-26.77;275.55;-70.81;-34.79;0.0;983.9;40.136;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;93509;2023-03-30 16:32:52:787
1.9334;9.2213;2.5866;1.8427;9.2589;2.6669;-0.3811;-0.1542;0.1074;0.006;0.0125;0.0095;0.0;23.25;-13.62;-27.51;277.89;-70.71;-34.55;0.0;984.03;39.98;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;94009;2023-03-30 16:32:53:287
2.1972;9.1196;2.394;2.2988;9.2592;2.2843;-0.3616;0.0824;-0.1788;0.12;-0.2561;0.0702;0.0;21.95;-16.07;-26.8;266.61;-70.71;-45.18;0.0;984.42;48.47;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;94508;2023-03-30 16:32:53:786
-3.9775;13.4848;2.9474;3.8896;9.0014;0.2868;-7.8669;4.4835;2.6603;0.8729;-0.3126;1.0238;0.0;17.39;-22.42;-25.53;242.51;-67.49;-71.4;0.0;984.98;41.368;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;95009;2023-03-30 16:32:54:287
2.6255;2.7637;-0.143;6.3222;7.5007;-0.0764;-3.3525;-5.4075;0.0529;-1.2246;0.2219;-3.8095;0.0;12.75;-17.24;-15.23;215.21;-49.87;-90.69;0.0;984.1;47.08;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;95508;2023-03-30 16:32:54:786
3.4582;8.8301;0.4822;3.7204;8.9891;1.2616;-0.2919;0.0212;-0.3005;-0.1011;0.2717;0.1675;0.0;11.22;-11.92;-12.93;236.4;-66.39;-71.27;0.0;984.59;56.613;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;96009;2023-03-30 16:32:55:287
-1.2634;18.1555;3.1627;6.1433;7.6397;0.3617;-4.062;8.0215;0.8459;0.4543;-0.8755;1.7237;0.0;7.33;-13.87;-13.96;240.13;-61.41;-72.54;0.0;984.38;39.422;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;96509;2023-03-30 16:32:55:787
10.9693;11.7278;1.3693;-0.561;9.6517;1.6632;12.359;4.7412;-1.5611;-0.0626;1.0324;0.1038;0.0;4.66;-30.28;-11.33;211.16;-61.11;-87.8;0.0;983.08;43.706;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;97008;2023-03-30 16:32:56:286
1.0977;9.4283;2.3139;0.6491;9.5934;1.9448;0.6414;-0.223;0.0661;-0.0399;-0.0841;0.3558;0.0;12.21;-33.39;-14.53;281.57;-77.94;-18.46;0.0;983.28;53.929;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;97508;2023-03-30 16:32:56:786
1.4578;10.0229;2.138;1.0444;9.5934;1.7638;1.2271;-0.1285;-0.0514;0.1034;0.0681;-0.1602;0.0;12.76;-33.93;-13.59;265.19;-77.2;-29.67;0.0;983.67;37.328;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;98008;2023-03-30 16:32:57:286
3.0676;10.6851;-1.5218;-2.4317;9.37;1.5893;13.1464;2.5332;0.9044;0.0677;-1.5256;-0.3761;0.0;20.46;-26.91;-12.02;309.3;-81.54;18.55;0.0;984.33;36.168;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;98508;2023-03-30 16:32:57:786
-2.5071;7.9783;1.1127;5.0985;8.3421;-0.8071;-0.7248;2.999;1.3969;-0.5721;-0.1723;-1.4238;0.0;-3.25;-17.19;-5.31;217.33;-58.25;-99.0;0.0;984.86;46.044;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;99008;2023-03-30 16:32:58:286
1.6534;9.396;2.3037;1.7427;9.5433;1.4578;0.3308;-0.76;-0.2432;-0.0533;0.1979;-0.5786;0.0;5.4;-13.41;-9.04;243.32;-70.83;-68.17;0.0;982.83;41.565;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;99509;2023-03-30 16:32:58:787
2.4873;8.272;-0.5204;3.7848;9.0478;-0.2187;-1.95;-0.4611;0.0044;0.6895;-1.0076;2.3984;0.0;5.89;-17.06;-12.24;264.43;-81.86;-53.73;0.0;983.92;43.621;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;100009;2023-03-30 16:32:59:287
4.5482;8.802;2.5627;3.5566;9.1134;0.73;0.9917;-0.3113;1.8325;-0.3111;0.1434;-0.3511;0.0;15.54;-13.87;-13.48;222.66;-68.28;-78.4;0.0;985.07;40.528;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;100509;2023-03-30 16:32:59:787
1.1539;9.5276;2.5944;1.7565;9.4528;1.9484;-0.6024;0.075;0.6458;-0.0318;-0.0125;-0.0933;0.0;19.56;-10.42;-13.4;247.31;-73.48;-52.17;0.0;982.86;46.731;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;101009;2023-03-30 16:33:00:287
-0.4367;10.7845;0.8381;0.3862;9.7647;0.8584;-0.8227;1.0198;-0.0205;0.1122;-1.1629;-0.4627;0.0;20.9;-8.94;-15.27;264.97;-81.82;-37.76;0.0;983.66;43.996;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;101509;2023-03-30 16:33:00:787
0.6688;10.3316;2.9683;2.2974;9.5314;-0.3332;-0.0576;1.9668;3.4443;-1.0276;0.3094;-1.4581;0.0;0.98;-13.07;-35.06;255.5;-76.31;-98.25;0.0;982.76;43.947;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;102009;2023-03-30 16:33:01:287
3.0885;8.4688;0.9284;2.9834;9.2137;1.5629;0.3123;-0.834;-0.0383;-0.2549;0.1216;-0.7188;0.0;-0.24;-8.06;-39.27;278.3;-69.67;-76.31;0.0;984.51;41.665;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;102509;2023-03-30 16:33:01:787
2.6411;10.0421;2.3689;1.4304;9.4906;2.0296;-0.2176;0.1323;0.5318;6.0E-4;0.3926;-0.1397;0.0;2.2;-6.15;-39.02;311.69;-73.82;-43.9;0.0;983.6;45.085;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;103009;2023-03-30 16:33:02:287
0.5462;9.6317;1.0062;0.5349;9.643;1.7213;-0.3499;-0.0901;-0.6029;0.0096;5.0E-4;-0.018;0.0;3.76;-7.08;-39.02;335.74;-79.41;-17.26;0.0;983.99;54.56;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;103508;2023-03-30 16:33:02:786
0.7053;9.591;1.5595;0.6115;9.6396;1.7147;0.1555;0.0194;0.0126;0.0038;0.0325;0.069;0.0;4.45;-6.78;-39.09;335.11;-79.44;-17.87;0.0;984.11;40.034;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;104008;2023-03-30 16:33:03:286
0.8746;9.4929;1.9842;0.6138;9.6107;1.869;-0.1293;0.0318;0.1056;-0.0272;-0.1413;-0.0127;0.0;3.38;-6.8;-39.25;334.76;-78.71;-19.54;0.0;984.08;39.347;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;104509;2023-03-30 16:33:03:787
0.1406;9.6215;2.1978;0.5007;9.584;2.0327;0.1769;-0.0564;0.0139;-0.0279;-0.0182;-0.0402;0.0;3.01;-6.25;-39.88;339.59;-77.78;-15.06;0.0;984.13;43.597;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;105009;2023-03-30 16:33:04:287
0.8554;9.4552;1.9699;0.4191;9.5959;1.9948;0.1082;-0.0445;-0.034;0.0232;-0.0115;-0.0289;0.0;2.82;-5.69;-39.91;342.97;-78.01;-11.86;0.0;983.87;41.153;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;105508;2023-03-30 16:33:04:786
0.0221;9.609;1.9968;0.2268;9.6154;1.9312;0.2283;-0.0608;0.098;0.0414;-0.0661;-0.0903;0.0;3.67;-5.75;-39.05;346.79;-78.57;-6.7;0.0;983.67;39.776;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;106009;2023-03-30 16:33:05:287
0.0616;9.5946;1.7551;0.1836;9.6712;1.6339;-0.1133;-0.0703;0.1252;0.1286;-0.0861;0.1489;0.0;3.28;-6.8;-39.25;351.9;-79.82;-3.32;0.0;983.45;40.337;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;106508;2023-03-30 16:33:05:786
4.9759;10.1157;-0.6365;2.1167;9.5599;0.603;0.9462;0.7712;-1.7901;0.1939;-0.1709;0.431;0.0;-0.56;-10.42;-38.93;312.58;-80.51;-45.41;0.0;984.32;38.32;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;107009;2023-03-30 16:33:06:287
2.5041;9.0861;0.0658;2.0457;9.5516;-0.9044;0.4586;-0.4654;0.97;-0.1686;-0.8328;-0.1996;0.0;-14.79;-14.55;-35.25;264.24;-76.82;-113.85;0.0;983.46;50.597;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;107509;2023-03-30 16:33:06:787
0.0508;7.873;-0.1872;0.884;9.7598;-0.448;-0.8301;-0.6602;0.2694;-0.2868;-0.7596;-0.2757;0.0;-20.54;-14.37;-33.0;270.63;-81.66;-115.54;0.0;983.46;44.097;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;108009;2023-03-30 16:33:07:287
5.0183;11.2846;0.9517;1.7405;9.6095;0.93;1.8806;0.7097;0.6784;-0.4911;-0.639;0.2706;0.0;-21.47;-10.8;-37.36;319.14;-82.86;-69.01;0.0;984.75;47.368;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;108509;2023-03-30 16:33:07:787
1.7689;9.4092;2.2947;2.0245;9.4026;1.9308;0.8118;-0.2225;-0.4128;-0.1006;-0.0576;0.0907;0.0;-23.51;-4.1;-37.22;345.14;-73.98;-46.91;0.0;984.73;47.407;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;109009;2023-03-30 16:33:08:287
1.4656;9.4158;2.4927;1.5884;9.4175;2.2414;0.2141;-0.0472;-0.1036;-0.0458;-5.0E-4;-0.0241;0.0;-22.55;-4.09;-36.98;355.56;-74.06;-36.03;0.0;983.74;42.537;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;109509;2023-03-30 16:33:08:787
1.5081;9.3344;2.4503;1.8676;9.3453;2.3267;-0.2933;-0.0351;0.2699;-0.0078;-0.024;-0.0305;0.0;-23.01;-3.26;-37.72;352.52;-72.39;-38.16;0.0;984.48;42.358;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;110008;2023-03-30 16:33:09:286
1.6929;9.3625;2.1045;1.7219;9.3785;2.3053;-0.2494;-0.0339;0.1546;0.0096;-0.0128;0.0082;0.0;-22.16;-3.79;-36.87;352.93;-72.78;-37.3;0.0;983.56;41.329;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;110509;2023-03-30 16:33:09:787
1.7007;9.3188;2.333;1.7375;9.3646;2.3498;0.0069;-0.0379;-0.0209;-0.0235;-0.0047;-0.0185;0.0;-22.83;-3.16;-37.42;354.52;-72.72;-36.99;0.0;983.98;42.784;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;111009;2023-03-30 16:33:10:287
1.7324;9.2943;2.6423;1.5792;9.3916;2.3538;0.2785;-0.0633;0.2127;0.0214;0.0583;-0.0324;0.0;-22.42;-3.44;-37.7;355.19;-72.5;-35.64;0.0;984.01;41.281;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;111509;2023-03-30 16:33:10:787
-0.1783;9.4397;1.6068;0.542;9.6353;1.7615;-0.265;-0.0497;-0.2541;0.1061;0.1764;-0.3723;0.0;-22.87;-7.56;-35.9;6.05;-77.38;-26.91;0.0;983.43;40.006;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;112009;2023-03-30 16:33:11:287
1.8096;9.5767;2.0614;1.5588;9.5206;1.7787;0.0639;-0.0085;0.0486;-0.0467;-0.0498;0.484;0.0;-24.17;-6.34;-35.49;358.34;-77.5;-36.01;0.0;984.05;53.372;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;112508;2023-03-30 16:33:11:786
3.1268;9.1226;2.5095;2.7618;9.2269;1.8638;-0.7661;0.1822;0.6953;0.2091;-0.3176;0.5525;0.0;-27.71;-1.82;-34.66;341.36;-70.15;-55.99;0.0;985.42;49.48;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;113008;2023-03-30 16:33:12:286
0.5838;3.8363;0.2291;6.729;6.8534;-1.9971;-5.8291;-3.1887;1.349;1.284;-1.0788;0.5722;0.0;-33.42;-0.22;-27.83;294.53;-44.32;-106.53;0.0;982.41;57.709;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;113510;2023-03-30 16:33:12:788
13.2036;5.3683;2.1547;1.933;9.4834;1.6014;-15.4774;2.6315;5.261;0.1787;1.0044;3.5187;0.0;-16.23;-9.06;-38.67;329.5;-75.17;-50.36;0.0;983.13;44.907;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;114009;2023-03-30 16:33:13:287
10.7587;6.9272;-4.5458;8.2322;4.8727;-2.1735;2.5267;2.0546;-2.3725;-1.0427;-1.0116;-0.5861;0.0;-30.72;1.0;-29.15;309.3;-46.97;-89.51;0.0;982.99;55.835;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;114508;2023-03-30 16:33:13:786
7.0959;4.6181;2.6267;-0.5631;9.451;2.5688;7.6591;-4.8327;0.0578;0.5168;0.1666;2.0293;0.0;-12.15;-15.79;-32.18;38.5;-74.45;12.36;0.0;984.15;53.892;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;115008;2023-03-30 16:33:14:286
3.7352;10.8144;1.5876;4.3425;8.6737;1.465;-0.2153;1.8028;0.6597;0.5371;-2.1313;1.7336;0.0;-28.54;-7.95;-24.89;332.44;-62.15;-71.36;0.0;985.7;55.83;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;115509;2023-03-30 16:33:14:787
3.5707;11.8164;5.3396;2.0499;9.3618;-2.0954;1.1148;1.8923;6.5548;1.5317;4.0561;-3.6256;0.0;-5.76;-24.58;-18.5;226.99;-72.61;-135.63;0.0;983.06;49.301;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;116008;2023-03-30 16:33:15:286
1.8269;9.7322;1.014;1.8547;9.6264;0.359;0.1178;0.1149;0.4609;-0.2106;0.2326;0.0186;0.0;10.38;-25.29;-15.23;225.69;-78.77;-89.92;0.0;984.99;52.317;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;116509;2023-03-30 16:33:15:787
0.2847;9.9936;0.2518;1.0609;9.7513;0.1494;0.5491;-0.0089;-0.4206;-0.0066;-0.62;-0.4864;0.0;12.69;-23.91;-13.75;234.34;-79.81;-74.59;0.0;984.05;45.522;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;117009;2023-03-30 16:33:16:287
-0.7962;9.6293;0.2177;-0.542;9.7637;0.7826;0.4561;0.0392;0.3089;-0.1158;0.0864;-0.0733;0.0;13.68;-19.87;-19.54;359.69;-84.43;34.71;0.0;982.82;42.803;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;117509;2023-03-30 16:33:16:787
-0.2231;9.2154;1.6409;-0.4869;9.6576;1.6519;0.1491;-0.051;0.3614;-0.2248;-0.0267;0.1326;0.0;15.15;-18.92;-20.0;345.14;-80.98;23.93;0.0;983.5;39.939;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;118008;2023-03-30 16:33:17:286
-0.317;9.4241;2.3192;-0.0595;9.6106;1.9671;0.0548;-0.1672;-0.5448;-0.1;-0.084;0.004;0.0;12.97;-19.18;-21.9;331.3;-78.27;6.57;0.0;983.99;43.211;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;118509;2023-03-30 16:33:17:787
-0.283;9.5593;1.596;-0.021;9.6407;1.8144;-0.4023;1.0978;-0.0541;0.1043;0.0024;-0.0095;0.0;13.8;-19.8;-20.54;321.31;-78.91;1.04;0.0;985.3;54.826;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;119008;2023-03-30 16:33:18:286
-0.0508;9.3757;1.8168;-0.045;9.6227;1.9074;-0.1606;0.3268;0.0916;0.0408;0.2182;-0.0133;0.0;14.1;-20.18;-20.92;320.26;-78.65;0.27;0.0;983.89;53.353;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;119508;2023-03-30 16:33:18:786
-0.1196;9.944;2.0183;0.1562;9.6253;1.888;0.5504;-0.1311;0.1332;0.0151;0.0933;0.0509;0.0;13.51;-19.52;-20.36;313.02;-78.87;-4.73;0.0;984.09;48.16;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;120008;2023-03-30 16:33:19:286
0.3422;10.1025;1.992;0.3968;9.6243;1.8581;-0.0545;-0.5434;0.4335;3.0E-4;-0.0098;0.0325;0.0;12.37;-19.84;-21.81;312.96;-78.93;-11.39;0.0;984.53;42.558;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;120508;2023-03-30 16:33:19:786
-0.6108;9.5898;1.9125;0.308;9.6194;1.8997;0.2527;0.2242;0.1376;0.0173;-0.0686;-0.0493;0.0;12.08;-19.93;-21.72;313.41;-78.49;-10.69;0.0;983.75;44.727;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;121009;2023-03-30 16:33:20:287
0.1023;9.5456;0.5665;-0.0145;9.753;1.0558;0.117;-0.2073;-0.4895;0.4746;0.7879;0.0591;0.0;16.3;-21.19;-16.27;311.31;-83.82;0.79;0.0;983.24;48.617;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;121508;2023-03-30 16:33:20:786
-2.6022;9.8662;0.1956;-0.9402;9.7536;0.4682;-1.6619;0.1127;-0.2728;0.0397;-0.048;-0.0182;0.0;16.96;-19.65;-15.18;16.94;-84.32;63.98;0.0;984.34;47.739;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;122009;2023-03-30 16:33:21:287
-0.3081;10.0008;-0.7699;-1.2918;9.7225;0.2;0.9839;0.2784;-0.9701;0.0431;-0.6391;-0.1839;0.0;17.93;-19.92;-15.23;34.57;-83.55;81.47;0.0;985.53;47.878;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;122509;2023-03-30 16:33:21:787
-1.3322;9.5384;-0.1232;-1.3812;9.7099;-0.2169;-0.3559;0.0751;-0.0148;0.0519;-0.0652;0.0744;0.0;19.29;-19.28;-11.76;44.45;-81.67;96.93;0.0;982.37;69.917;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;123008;2023-03-30 16:33:22:286
-1.4698;9.6921;-0.1531;-1.2507;9.7265;-0.2605;-0.4582;-0.094;-0.0418;0.0;-0.1449;0.2159;0.0;19.29;-19.46;-11.76;49.08;-82.52;101.77;0.0;982.16;55.766;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;123509;2023-03-30 16:33:22:787
-1.5278;9.7872;0.0508;-1.2601;9.7276;-0.1504;0.1416;-0.1227;-0.2619;0.0147;0.0845;-0.1335;0.0;18.4;-19.72;-14.41;48.6;-83.5;96.26;0.0;982.84;46.849;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;124009;2023-03-30 16:33:23:287
0.0628;9.7825;-0.5192;-0.7892;9.775;-0.2485;0.5304;-0.1235;-0.3391;0.0203;-0.183;-0.0096;0.0;16.82;-20.57;-14.05;57.24;-84.58;103.29;0.0;983.02;47.66;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;124509;2023-03-30 16:33:23:787
